Pet Name,Pet Birthday,Report AddedOn,Report EditOn,Report Temp,Report Reason,Report History,Report Examination,Report DiagnosticImaging,Report Lab,Report Diagnosis,Report Treatment,Report Plan,Report Prescription,Report Advice,Report Assessment,Report vitals,Report Note,Report Weight,Report WeightUnit,VisitExam ExaminationId,VisitExam ReportsId,VisitExam AddedOn,VisitExam Mentation,VisitExam Posture
Blue,2025-02-25,2025-06-30T16:52:00.000,,,"-Tremor
-Inactive",,,,"Stool test
Plenty amount of fat cell",? Indigestion,,,,"-If the sign does not resolve
Blood test is advised
-Provide high biological value protein with probiotics",,,,,Kg,397.0,579.0,2025-07-01T16:55:39.020,,
Bambi,,2025-06-30T16:57:00.000,,,- Anal itching,,,,"Stool test:
Fat cell with plant material",,,,,Blood test including amylase test,,,,,Kg,398.0,580.0,2025-07-01T16:59:07.627,,
Lily,2013-06-17,2025-06-14T21:53:00.000,,,,,,,,,,,,,,,,,,,,,,
Michal,2015-10-19,2025-06-25T14:08:00.000,2025-07-02T19:19:08.430,,,,,,"-Name of Culture media
Modified Dixons Agar : Malassezia 
seen
Incubation temp/time : 37degree Celsius for 5 days",,,,,,,,,28.0,Kg,399.0,582.0,2025-07-02T18:03:24.570,,
Spitz,2025-06-20,2025-07-01T19:04:00.000,2025-07-02T19:08:12.340,,"-Localized tremors
-Lethargic",,,,,,,,,-Glucose water,,,-Died 2 July morning,,Kg,400.0,583.0,2025-07-02T19:05:28.610,,
Stella/MoMo/Charlie/Punte/Kanchi/Simba,,2025-07-04T12:46:00.000,,,,,,,,,"-DHPPiL Vaccination
-Anti Rabies Vaccination",,,,,,MoMo,,Kg,409.0,593.0,2025-07-04T12:47:06.517,,
Stella/MoMo/Charlie/Punte/Kanchi/Simba,,2025-07-04T12:47:00.000,,,,,,,,,"-DHPPiL Vaccination
-Anti Rabies Vaccination",,,,,,Charlie,,Kg,410.0,594.0,2025-07-04T12:47:40.180,,
Stella/MoMo/Charlie/Punte/Kanchi/Simba,,2025-07-04T12:48:00.000,,,,,,,,,"-DHPPiL Vaccination
-Anti Rabies Vaccination",,,,,,Punte,,Kg,411.0,595.0,2025-07-04T12:48:29.843,,
Stella/MoMo/Charlie/Punte/Kanchi/Simba,,2025-07-04T12:50:00.000,2025-07-04T12:59:08.763,,,,,,,,"-DHPPiL Vaccination
-Anti Rabies Vaccination",,,,,,Stella,,Kg,413.0,597.0,2025-07-04T12:50:54.303,,
Stella/MoMo/Charlie/Punte/Kanchi/Simba,,2025-07-04T12:55:00.000,2025-07-04T12:58:49.287,,,,,,,,"1. DHPPil Vaccination
2. Anti Rabies Vaccination",,,,,,Simba,,Kg,414.0,598.0,2025-07-04T12:56:28.740,,
Stella/MoMo/Charlie/Punte/Kanchi/Simba,,2025-07-04T12:59:00.000,,,,,,,,,"1. DHPPil Vaccination
2. Anti Rabies Vaccination",,,,,,Kanchi,,Kg,415.0,599.0,2025-07-04T13:00:05.303,,
Juli,2024-10-10,2025-07-04T14:31:00.000,,,- Itching,,,,,,,,"- Itraconazole 200 mg
one tablet once a day after meal per orally for 14 days.

- Clavum 375 mg tablet
One tablet twice a day after meal per orally for 14 days.

-Fur Glow
10 ml once a day after or with meal Cont.

CLEANSE THE EAR WITH SALCY AND APPLY CANDID DROP","-Chicken or Buff meat
-Sweet potato (peeled, boiled, mashed) – 1 cup
-Pumpkin puree (plain, no sugar/spices) – 1/2 cup
-Carrots (steamed and finely chopped) – 1/2 cup
-Furglow",,,,8.5,Kg,416.0,600.0,2025-07-04T14:46:56.953,,
Rio,2025-02-20,2025-07-04T19:34:00.000,,103.2,- Lethargic,,,,,,- Melox inj,,,,,,,11.0,Kg,417.0,601.0,2025-07-05T17:34:54.000,,
Rio,2025-02-20,2025-07-05T17:34:00.000,,,,,,,,,,,,,,,,,,,,,,
Bella,2020-07-05,2025-07-05T09:12:00.000,2025-07-10T07:55:20.813,103.2,Spaying but cancelled due to fever,Presence of fleas-High in number,,,,Anaplasmosis,,,"Doxycycline 100 mg tablet
One tablet once a day after meal for 10days.",,,,,16.0,Kg,418.0,603.0,2025-07-06T18:16:10.443,,
Bella,2020-07-05,2025-07-06T18:16:00.000,,,,,,,,,,,,,,,,,,,,,,
Phuchi,2025-02-07,2025-07-06T10:47:00.000,,,-Hit and Run case,,,,,Muscle sprain,"-Meloxicam inj
-Cleansed with My skin Lotion",,,,,,,8.0,Kg,419.0,605.0,2025-07-07T10:49:53.260,,
Community dog,,2025-07-06T17:00:00.000,,,Alopecia at dorsal side of hip,,,,,,"Ivermectin inj 1 ml SC
Cadistin inj 3 ml SC",,,,,,,,Kg,420.0,606.0,2025-07-07T10:57:57.127,,
July,2023-07-08,2025-07-07T18:34:00.000,,,-MANGO SEED INGESTION,,,,,,,,"Laculax
10 ml twice a day per orally",,,,,,Kg,421.0,607.0,2025-07-08T18:36:44.880,,
Bruno,2017-07-08,2025-07-08T18:41:00.000,,,,,,,,,Melox inj,,"Nerve on
One tab once a day after meal per orally for 30 days",,,,,,Kg,422.0,608.0,2025-07-08T18:42:15.593,,
Cherry,2024-12-08,2025-07-08T19:31:00.000,2025-11-23T12:39:40.160,,Suspected Pregnancy,,,,,,,,,,,,"As it was suspected pregnancy and as per phone call on 23 November, delivery did not occur",,Kg,423.0,609.0,2025-07-08T19:32:23.510,,
Jack,2022-06-08,2025-07-09T07:46:00.000,,,,,,,,,,,,,,,,,,,,,,
Jack,2022-06-08,2025-07-09T07:48:00.000,,,,,,,,,,,,,,,,,,,,,,
Spitz,2013-07-10,2025-07-09T18:34:00.000,,,Presence of flea,Cataract,,,,,,,"Simparica
Half tablet

Hepasupport
One tablet once a day for 15 days",,,,,6.0,Kg,424.0,612.0,2025-07-10T18:35:12.827,,
Happy,2024-09-11,2025-07-11T11:08:00.000,2025-07-11T18:58:40.400,103.6,"- Vomition
- Diarhoea
- Blood and mucus","- GI worms
- Deworming medication given
- Complete Vaccination done
-Fleas and Ticks: Negative",,,"-CDV AG TEST : Negative
-Stool test: Giardia positive
- CBC TEST: Leukocyte count is above the normal range",,"-Melox inj
- Ab inj",,"-Metronidazole 400 mg
One tablet twice a day after meal for 10 days

- Pantaprazole DSR 40 mg capsules
One capsule once a day at empty stomach for 10 days

-Doxycyline 100 mg capsules
One capsule twice a day after meal for 10 days",,,,,,Kg,425.0,613.0,2025-07-11T11:19:22.300,,
Happy,2024-09-11,2025-07-11T18:53:00.000,,,,,,,,,,,,,,,,,,,,,,
Chunu Munu,2023-07-12,2025-07-12T10:39:00.000,,,"- Skin Problem
- Alopecia at ear region","- Inappetance
- Applied Charmil (We do not recommend)
- No Vomition and Diarrhoea
- Feeding History: Milk and rice",,,,,,,"- ClobenG or Metro Gel or Soframycin
Apply on affected area twice a day

- Clavum/ Enclave (5ml= 200mg)
1.5 ml twice a day after meal per orally for 10 days","Include these in his diet
-Chicken meat devoid of bone
-Boiled Egg
We do not recommend Milk",,,If possible check for blood and skin test. If its not possible then we will go supportive treatment as per teleconsult,,Kg,426.0,615.0,2025-07-12T10:54:26.917,,
Husky,2025-05-11,2025-07-12T17:46:00.000,,,,,,,,,,,,,,,,,,,,,,
Peanut,2018-07-14,2025-07-14T09:23:00.000,,,,,,,,,,,,,,,,,,,,,,
Gandu,2022-04-06,2025-07-13T10:19:00.000,,,-Backside of ear itching,,,,,,"-Ivermectin inj
-Curadex inj",,"-Soft Coat
5ml once a day for 2 months",,,,,8.0,Kg,427.0,618.0,2025-07-14T10:21:00.577,,
Kit kat,,2025-07-12T10:23:00.000,,,-Loose motion,,,,,,,,"- Gutwell
One spoon once a day",,,,,,Kg,428.0,619.0,2025-07-14T10:24:13.720,,
Punte,2023-07-14,2025-07-15T15:29:00.000,2025-07-15T15:37:34.357,102.4,-Lethargic,- Presence of Flea & Ticks,,,,,,,"For Preventive Measures
- Doxycycline 100 mg Tablet
Two and Half tablet once a day after meal for 21 days",,,,,24.3,Kg,429.0,620.0,2025-07-15T15:35:21.033,,
Punte,2023-07-14,2025-07-15T17:04:00.000,,,,,,,,,,,,,,,,,,,,,,
Peanut,2018-07-14,2025-07-14T17:08:00.000,,,"Anorexia
Lethargic",,,,,Liver insufficiency,,,"-Doxtcycline 100 mg tablet 
One tablet once a day per orally after meal for 20 days

 -Soft Coat
5 ml once a day

-Qliv
10 ml once a day",,"-Normal saline
-Doxy inj
-Metvet inj
-Omitron inj
-Ranipet inj",,,11.3,Kg,430.0,622.0,2025-07-15T17:11:46.243,,
KiKi,2024-01-15,2025-07-15T11:18:00.000,,,"-Thick White Discharge
-scooting","History of feeding
-Meat / liver /Chocolate / Drools dog food",,,,,,-Squeeze the anal area as advised by VET,"For Deworming medication
Worm stop tablet 
Up to 10 kg one tablet once
Up to 20 kg two tablet once","DIET CHANGE INTO
-Meat (Checken or buff ; No bone)
- Pumpkin
- Yogurt
-Potato
- Rice (Minimum Amount)
-Adequate amount of water",,,Stool test is Recommended,15.0,Kg,431.0,623.0,2025-07-15T17:23:48.120,,
Mushu,2023-07-16,2025-07-15T07:34:00.000,,,- Eye issue,,,,,Upper Eyelid Entropion,,,,Surgical correction is advised,,,,,Kg,432.0,624.0,2025-07-16T08:11:25.243,,
Mushu,2023-07-16,2025-07-16T08:11:00.000,,,,,,,,,,,,,,,,,,,,,,
Baby,2018-07-13,2025-07-14T08:17:00.000,,,,,,,,,,,,,,,,,,,,,,
Rio,2024-12-16,2025-07-16T08:25:00.000,,,,,,,,,,,,,,,,,,,,,,
Kalu,2024-12-17,2025-07-17T16:48:00.000,2025-07-17T16:51:58.707,100.8,"-Dog bite wound
-Inappetance",- No Vaccination,,,Ehr Ana Bab test,,"-Rl Saline
-omitron inj
-Rabeprazole inj",,"-Gut well
One spoon twice a day for 30 days

Ezydoxin 100 mg tablet
One tablet twice a day for 5 days

Vet pro gastro wet food
1 packet once a day for 3 days",,,,,16.5,Kg,433.0,628.0,2025-07-17T16:51:17.003,,
CoCo,,2025-07-16T17:07:00.000,2025-07-20T16:20:47.537,,-Inappetance,,,,"-Lipaemic serum
-Liver insuffiency 
-Hypoglycemia
-Amylase above normal range",,"16 July
Ab inj
Raniva inj

17 July
RL saline
Ab inj
Rabeprazole inj
Ondan inj
Curadex inj
Dextrose inj
Conciplex inj",,"19 JULY 2025

DUX LIV SYRUP
10 ML TWICE A DAY PER ORALLY AFTER  MEAL FOR 15 DAYS

WELL UP
ONE TABLET TWICE A DAY AFTER MEAL PER ORALLY FOR 15 DAYS

Doxycycline 100 mg
Three tablet once a day per orally after meal for 3 days",,,,CONTINUED FOR 2 DAYS AND THEN ORAL MEDICATION,25.0,Kg,434.0,629.0,2025-07-17T17:12:19.567,,
CoCo,,2025-07-17T17:14:00.000,,,,,,,,,,,,,,,,,,,,,,
CoCo,,2025-07-17T17:21:00.000,,,,,,,,,,,,,,,,,,,,,,
Fung fung,,2025-07-17T17:52:00.000,,,Wound at backside of ear,,,,,,,,"My skin lotion
Apply on affected area thrice a day for 7 days

Radicate spot on
After bathing; Next day",,,,,2.15,Kg,435.0,632.0,2025-07-17T17:53:21.107,,
Gyani,2022-07-20,2025-07-16T16:13:00.000,,,,,,,,,,,,,,,,,,,,,,
Moichi,2025-04-20,2025-07-18T16:16:00.000,,,,,,,,,,,,,,,,,,,,,,
Happy,2024-09-11,2025-07-18T16:21:00.000,2025-07-24T18:12:50.307,104,- Recurrent Fever,,,,"-Canine Distemper Snap test
Distemper Positive
The initial false negative result may be due to early stage of infection or limitation of test sensitivity in the early phase.
-Ehr Ana Bab Test
Negative",- Canine Distemper,,,"- Dux liv syrup
10 ml twice a day per orally after meal for 15 days

- Well up
one tablet twice a day after meal per orally for 15 days

- Soft Coat
10 ml once a day CONT.....

- Doxycycline 100 mg Capsule
one capsule twice a day  after meal per orally for 14 days",,,,"Clinical summary:
Happy was presented with signs of ocular discharge. A Distemper rapid test was performed on 11 July which yielded negative result.
Due to persistent clinical suspicion and progression of symptoms, a repeat test was performed on 19 July which yielded positive result for canine distemper virus.",,Kg,436.0,635.0,2025-07-20T16:23:32.163,,
Babu,2020-07-20,2025-07-18T16:25:00.000,2025-07-20T16:31:38.013,,"- Inappetance
- Vomition
-Diarrhoea",,,,,,"- Normal saline
- Rabiprazole inj
-Omitron inj
- Curadex inj
- Conciplex inj",,"- Allergia
one tablet twice a day for 15 days

- My skin spray
Apply on affected area twice a day for 15 days
(Avoid Licking)

- Gutwell
1 spoon twice a day for 30 days",,,,,,Kg,437.0,636.0,2025-07-20T16:27:48.150,,
Babu,2020-07-20,2025-07-19T16:28:00.000,,,,,,,,,,,,,,,,,,,,,,
Babu,2020-07-20,2025-07-18T16:30:00.000,,,,,,,,,,,,,,,,,,,,,,
Meow,2024-07-21,2025-07-20T08:32:00.000,,,-Immomobilized,,,,,,Meloxicam inj,,,,,,,,Kg,438.0,639.0,2025-07-21T08:33:13.937,,
Meow,2024-07-21,2025-07-21T08:33:00.000,,,,,,,,,,,"Himpyrin
1 ml twice a day for 15 days",,,,,,Kg,439.0,640.0,2025-07-21T08:34:41.390,,
Community dog,2018-07-21,2025-07-20T08:45:00.000,,,,,,,,,,,,,,,,,,,,,,
Jack,2022-07-23,2025-07-23T18:06:00.000,2025-07-26T16:32:18.740,103.2,-Inappetance,Presence of fleas & ticks,,,"Ehr Ana Bab Test
E canis positive",Ehrlichiosis,"-NS
-oxytetracycline inj x 3 days
-Curadex inj
-Ranivapet inj
-Antipyretic inj",,"Ezydoxin 100 mg tablet
One and half tablet once a day for 30 days
25 July 2025",,,,,11.5,Kg,440.0,642.0,2025-07-23T18:09:14.293,,
kiwi,2023-10-10,2025-07-21T18:09:00.000,,,- Itching,,,,"Skin test:
Bacterial infection
Rod cell seen",,,,"- Allergia tablet
One tablet twice a day for 15 days

-My skin spray
Apply on affected area twice a day

- clavum 375 mg tablet
One tablet twice a day for 5 days",,,,,10.0,Kg,441.0,643.0,2025-07-23T18:14:05.723,,
Lucy,2018-07-14,2025-07-22T18:20:00.000,,,,,,,,,,,,,,,,,,,,,,
Musu,2024-07-21,2025-07-21T18:37:00.000,,,Spaying,,,,,,,,,,,,,,Kg,442.0,645.0,2025-07-23T18:38:18.707,,
Whisky,2018-07-23,2025-07-23T18:40:00.000,,,,,,,,,,,,,,,,,,,,,,
Hero,2017-07-23,2025-07-23T18:52:00.000,,,,,,,,,,,,,,,,,,,,,,
Peanut,2018-07-14,2025-07-24T17:56:00.000,,,,,,,,,,,,,,,,,,,,,,
Puko,2024-01-25,2025-07-25T14:35:00.000,2025-07-28T08:15:33.557,,Vomition & Mucusy diarrhoea,,,,"Ehr Ana Bab test: Negative

Stool test: NAD","? Gastritis
? Viral","- Normal saline
- Conciplex inj
- Ranitidine inj
-Metron inj
Ceftapet inj",,"28 July 2025
(Inappetance)

Gutwell
 One spoon twice a day with meal",,,,,,Kg,443.0,649.0,2025-07-25T14:42:24.270,,
Angel,2022-07-25,2025-07-05T19:52:00.000,,,"Normal hospitalization
5 July to 25 July",,,,,,,,,,,,,,Kg,444.0,650.0,2025-07-25T19:53:01.060,,
Angel,2022-07-25,2024-12-01T19:53:00.000,2025-07-25T19:54:58.927,,,,,,,,,,,,,,,,Kg,445.0,651.0,2025-07-25T19:54:58.947,,
MoMo,2025-01-26,2025-07-26T15:04:00.000,,,,,,,,,,,,,,,,,,,,,,
Jack,2022-07-23,2025-07-23T16:30:00.000,2025-07-26T16:31:03.547,,,,,,,,,,,,,,,11.5,Kg,446.0,653.0,2025-07-26T16:31:03.563,,
bogi,2024-11-24,2025-07-24T16:33:00.000,2025-07-28T07:41:54.330,,,,,,,Ehrlichiosis,,,"Ezydoxin 100 mg tablet
One tablet twice a day after meal for 30 days
From 27 July Oral medication should be continue. It did not continue. Pet parent did not came for medication.",,,,,20.0,Kg,447.0,654.0,2025-07-26T16:34:17.793,,
bogi,2024-11-24,2025-07-24T16:34:00.000,,,,,,,,,,,,,,,,,,,,,,
Kalu,2023-05-10,2025-07-27T07:36:00.000,,,Spaying,,,,,,,,,,,,4 kittens of around 20-30 days,,Kg,448.0,656.0,2025-07-28T07:37:25.463,,
Kalu,2023-05-10,2025-07-27T07:37:00.000,2025-07-28T07:39:00.963,,,,,,,,,,,,,,,,Kg,449.0,657.0,2025-07-28T07:39:00.977,,
Spot,2015-06-13,2025-07-27T07:43:00.000,,,- Puncture wound on the dorsal surface near tail region,,,,,,Clean the wound with ivermectin inj,Blood test for follow up,,,,,,,Kg,450.0,658.0,2025-07-28T07:47:02.200,,
CoCo,2022-07-28,2025-07-27T10:57:00.000,,,-Itching,-Presence of flea,,,,? Nail trimming,"-Ivermectin inj
-Curadex inj
- Ear cleaning
- Nail trimming",,"-Prazigon tablet
One tablet once a day

- candid ear drop
As directed by vet

- Clavum / Enclave (5 ml=200 mg)
5 ml twice a day after m meal for 5 days

- Soft Coat 
5 ml once a day
( Pet parents had this one so they did not took)",,,,,11.0,Kg,451.0,659.0,2025-07-28T08:01:38.413,,
Moichi,2025-04-20,2025-07-26T08:07:00.000,2025-07-28T08:10:08.913,,-Tapeworm,,,,Stool test: roundworm and tapeworm egg seen,,,,"Wormex
0.6 ml twice a day for 4 days",,,,,,Kg,452.0,660.0,2025-07-28T08:08:15.880,,
Brandy,2020-04-30,2025-07-28T10:00:00.000,,,- Erythema,,,,,,,,"My skin lotion
Apply on affected area twice a day

- Allergia
Two tablet twice a day for 30 days

- Clavum625 mg tablet
One tablet twice a day after meal for 10 days

-Itraconazole 200 mg tablet
One tablet once a day after meal for 10 days.",,,,,,Kg,453.0,661.0,2025-07-28T18:53:29.570,,
Brandy,2020-04-30,2025-07-28T18:53:00.000,,,,,,,,,,,,,,,,,,,,,,
Tiger,2013-07-30,2025-07-29T09:44:00.000,,,,,,,,,,,,,,,,,,,,,,
Tiger,2013-07-30,2025-07-29T09:45:00.000,,,,,,,,,,,,,,,,,,,,,,
Tiger,2013-07-30,2025-07-29T09:48:00.000,,,Ocular discharge & salivation,,,,,Perineal hernia,,,,Surgical correction is advised,,,,,Kg,454.0,665.0,2025-07-30T09:48:47.467,,
Chinku,2022-07-30,2025-07-28T09:53:00.000,,,,,,,,,,,,,,,,,,,,,,
Pintu,2022-07-30,2025-07-28T09:56:00.000,,,,,,,,,,,,,,,,,,,,,,
Jumbo,2020-05-29,2025-07-28T10:03:00.000,,,,,,,,,,,,,,,,,,,,,,
Mi Mi,2025-06-01,2025-08-01T17:32:00.000,,,,,,,,,,,,,,,,,,,,,,
Mi Mi,2025-06-01,2025-08-01T17:32:00.000,,,Salivation and nausea,,,,Stool test: Negative,,"- Normal saline
- Ranivapet inj
-Bcomplex inj",,,,,,,1.0,Kg,455.0,670.0,2025-08-01T17:35:09.483,,
Happy,2024-09-11,2025-08-01T17:35:00.000,,,,,,,,,,,,,,,,,,,,,,
Happy,2024-09-11,2025-08-01T17:38:00.000,,,,,,,,,,,"-Wormstop tablet
Two tablet once

-Liver support or liver tonic
10 ml once a day with meal or after meal

7 August 2025
Repeat stool test",,,,,,Kg,456.0,672.0,2025-08-01T17:52:04.677,,
Moichi,2025-04-20,2025-07-31T09:34:00.000,,,,,,,,,,,,,,,,,,,,,,
willu,2016-06-17,2025-08-03T07:36:00.000,,,,,,,,,,,,,,,,,,,,,,
Spot,2015-06-13,2025-07-27T07:42:00.000,,,,,,,,,,,,,,,,,,,,,,
Spot,2015-06-13,2025-08-03T07:44:00.000,,,,,,,,,,,,,,,,,,,,,,
Spot,2015-06-13,2025-08-04T07:46:00.000,2025-08-04T08:02:25.917,,,,,,,,,Repeat Creatine/ Bun/ Hemoglobin/ PCV check 3 September 2025,"-Rkleen 
10 ml once a day

- Soft coat
10 ml once a day","-Limit phosphorous and sodium content
-avoid red meat
-Chicken meat 30 gm per day
-Avoid egg yolk. 2 egg white can be fed per day
-add pumpkin/ carrot in foodomega 3 helps. Yo can add omega in his diet
- you can feed 300 gm rice per day.
-You can add paneer instead of meat. Paneer about 40 gm per day.
- Give food in moist condition.
- Encourage water intake",,,"-If this diet is difficult to maintain, you can use Vet pro renal diet",,Kg,457.0,677.0,2025-08-04T08:00:37.387,,
Bhunti,2017-08-05,2025-08-04T13:34:00.000,,,Maggoted wound,,,,,,"-Topical ivermectin 
-Meloxicam inj
-Chlropheniramine inj
-Vet wrap bandages placed",,,,,,,,Kg,458.0,678.0,2025-08-05T13:36:15.147,,
Bhunti,2017-08-05,2025-08-05T13:37:00.000,2025-08-05T13:39:19.107,,,,,,,,"Dressing with ivermectin drop
Vet wrap bandage placed",,"-Conciplex inj
-chlropheniramine inj",Use my skin lotion and place bandages,,,,,Kg,459.0,679.0,2025-08-05T13:38:18.327,,
Simba,2025-02-05,2025-08-03T14:14:00.000,,,,,,,,,,,,,,,Castrated,,Kg,460.0,680.0,2025-08-05T14:14:27.757,,
Simba,2025-02-05,2025-08-05T14:14:00.000,,,,,,,,,,,,,,,,,,,,,,
Stella,2013-08-05,2025-08-01T14:21:00.000,,,,,,,,,,,Hepa support or liver supplement is advised,,,,,,Kg,461.0,682.0,2025-08-05T14:21:49.623,,
Stella,2013-08-05,2025-08-01T14:25:00.000,,,,,,,,,,,,,,,,,,,,,,
cherry,2017-11-16,2025-08-05T16:41:00.000,,,Anal sac impaction,,,,,,,,"Allergia
One tablet twice a day after for 1 month","-Squeeze gland thrice a week
- Provide adequate amount of water",,,,16.4,Kg,462.0,685.0,2025-08-05T16:42:50.790,,
puku,2021-08-17,2025-07-30T21:58:00.000,,,- Skin issue,,,,,-Fungal infection,,,"-Sheen & kleen shampoo
As directed by vet

- Allergia
One tablet twice a day after meal for 30 days

- My skin spray
Apply on affected area twice a day",,,,,13.0,Kg,463.0,686.0,2025-08-05T22:04:10.360,,
puku,2021-08-17,2025-07-30T22:04:00.000,,,,,,,,,,,,,,,,,,,,,,
Juli,2024-08-06,2025-08-06T12:20:00.000,,,,,,,,,,,,,,,,,,,,,,
Lucy,2021-08-06,2025-08-06T12:21:00.000,,,,,,,,,,,,,,,,,,,,,,
Lucy,2021-08-06,2025-08-06T12:22:00.000,,,Skin itching,,,,,FLEA ALLEEGIC DERMATITIS,,,"- Anti flea and tick shampoo

-Fixotic spot on 10 to 20 kg

- Prednisolone 10 mg
One tablet x 48 hour interval x after meal × 3 dose",,,,,,Kg,464.0,690.0,2025-08-06T12:24:20.720,,
tyson,2020-07-21,2025-08-06T12:29:00.000,,,,,,,,,,,,,,,,,,,,,,
Kiyo,2024-08-06,2025-08-07T11:23:00.000,,,,,,,,,,,,,,,,,,,,,,
Babu,2020-07-20,2025-08-07T18:22:00.000,,,,,,,,,,,"Gut well
One spoon twice a day cont

My skin spray
Apply on affected area twice a day

In the case of gastritis
Pantaprazole 20 mg
One tablet once a day per orally before meal for 10 days",,,,,,Kg,465.0,693.0,2025-08-07T18:24:34.400,,
Kanchi,2024-08-07,2025-08-07T18:38:00.000,,,,,,,,,,,,,,,,,,,,,,
Babu,2013-08-08,2025-08-08T14:52:00.000,2025-08-08T14:58:02.027,103.8,Dental scaling,,,,Canine heartworm|Anaplasma|Babesia|E canis Rapid Snap Test: Negative,Otitis and gingivitis,,,"-Cipro Ear drop
As advised by vet

-Clavum 625 mg tablet
One tablet twice a day after meal for 10 days

- Pantaprazole DSR 40 mg
One tablet once a day at empty stomach for 10 days",,,,,24.0,Kg,466.0,695.0,2025-08-08T14:55:46.290,,
Sniffy,2021-10-19,2025-08-09T07:20:00.000,,,Itching,,,,,Pyoderma,Curadex inj,,"Allergia
One tablet twice a day for 15 days after meal or with meal

My kin spray
Apply on affected area twice a day for 15 days

Sheen n kleen shampoo
Wash affected area twice a week",,,,,15.0,Kg,467.0,696.0,2025-08-10T07:21:57.117,,
Bruno,2021-08-10,2025-08-09T07:27:00.000,2025-08-10T07:30:53.183,,Maggoted wound,,,,,,"-Normal saline
-Conciplex inj
-Raniva inj
-Ivermectin drop in affected area topically 
-Ceftriaxone inj
-Dressing with My skin lotion after removing maggot",,,,,,Prognosis: Guarded,,Kg,468.0,697.0,2025-08-10T07:30:10.067,,
tashi,2024-11-11,2025-08-07T07:31:00.000,,,Unable to move,,,,,?Cerebral ataxia,,,"-Nerve on tablet
One tablet once a day after meal or with meal per orally for 30 days

-Prednisolone 10 mg
One tablet once a day after meal for 3 days and then one tablet in 48 hour intervals after meal for  5 dose

-Clavum 375 mg tablet
One tablet once a day for 5 days",,,,,9.0,Kg,469.0,698.0,2025-08-10T07:34:48.847,,
tashi,2024-11-11,2025-08-07T07:34:00.000,,,,,,,,,,,,,,,,,,,,,,
Punta,2023-08-10,2025-08-09T17:05:00.000,,,,,,,,,,,,,,,,,,,,,,
Jerry,2016-06-05,2025-08-09T17:07:00.000,,,Cough,,,Ventral Doris and lateral radio graph indicates trachea inflammation,,,"-Enro inj
-Curadex inj",,"Enro 150 mg tablet
One and half tablet once a day after or with meal per orally for 5 days.",,,,,,Kg,470.0,701.0,2025-08-10T17:08:51.330,,
Bhunti,2017-08-05,2025-08-09T17:13:00.000,,,,,,,,,Dressing with ligno adrenaline,If its not healed then suturing is advised,,,,,,,Kg,471.0,702.0,2025-08-10T17:13:49.673,,
Jack,2022-06-08,2025-08-09T17:20:00.000,2025-08-10T18:01:49.053,,Blood withdrawal,,,,,,,,"-Soft coat
10 ml once a day for 30 days

-Guwell
0ne spoon twice a day","-Chicken thigh meat
-Boiled egg one or two in a day
- Add broccoli in a diet",,,,,Kg,472.0,703.0,2025-08-10T17:21:51.503,,
Jack,2022-06-08,2025-08-10T17:57:00.000,2025-08-10T18:07:47.380,,,,,,,,,,,,,,,,Kg,473.0,704.0,2025-08-10T18:07:47.383,,
Murphy,2024-11-10,2025-08-10T18:24:00.000,,,,,,,,,,,,,,,,,,,,,,
JUJU,2016-09-15,2025-08-06T18:27:00.000,2025-08-10T19:12:29.923,,Ear infection,,,,"-EAR SWAB CULTURE
Bacterial growth at Nutrient agar

-Microscopy (Gram Staining):
Numerous Gram-positive cocci observed, arranged predominantly in clusters (suggestive of Staphylococcus spp.)",,,,"-Clavum 375 mg tablet
One tablet once a day after meal for 3 days

- Pantaprazole 20 mg
One tablet once a day at empty stomach

- Daily cleansing of ear with antibiotic drop",,,,,9.4,Kg,474.0,706.0,2025-08-10T18:30:25.420,,
